2018-02-16 00:00:00,0.8,usd,eur
2018-02-17 00:00:00,0.802,usd,eur
2018-02-18 00:00:00,0.804,usd,eur
2018-02-19 00:00:00,0.806,usd,eur
2018-02-20 00:00:00,0.806,usd,eur
2018-02-21 00:00:00,0.811,usd,eur
2018-02-22 00:00:00,0.814,usd,eur
2018-02-23 00:00:00,0.811,usd,eur
2018-02-24 00:00:00,0.812,usd,eur
2018-02-25 00:00:00,0.813,usd,eur
2018-02-26 00:00:00,0.813,usd,eur
2018-02-27 00:00:00,0.812,usd,eur
2018-02-28 00:00:00,0.817,usd,eur
2018-03-01 00:00:00,0.82,usd,eur
2018-03-02 00:00:00,0.815,usd,eur
2018-03-03 00:00:00,0.814,usd,eur
2018-03-04 00:00:00,0.813,usd,eur
2018-03-05 00:00:00,0.812,usd,eur
2018-03-06 00:00:00,0.811,usd,eur
2018-03-07 00:00:00,0.806,usd,eur
2018-03-08 00:00:00,0.806,usd,eur
2018-03-09 00:00:00,0.812,usd,eur
2018-03-10 00:00:00,0.812,usd,eur
2018-03-11 00:00:00,0.813,usd,eur
2018-03-12 00:00:00,0.813,usd,eur
2018-03-13 00:00:00,0.811,usd,eur
2018-03-14 00:00:00,0.807,usd,eur
2018-03-15 00:00:00,0.809,usd,eur
2018-03-16 00:00:00,0.813,usd,eur
2018-03-17 00:00:00,0.813,usd,eur
2018-03-18 00:00:00,0.813,usd,eur
2018-03-19 00:00:00,0.814,usd,eur
2018-03-20 00:00:00,0.811,usd,eur
2018-03-21 00:00:00,0.817,usd,eur
2018-03-22 00:00:00,0.81,usd,eur
2018-03-23 00:00:00,0.813,usd,eur
2018-03-24 00:00:00,0.812,usd,eur
2018-03-25 00:00:00,0.811,usd,eur
2018-03-26 00:00:00,0.809,usd,eur
2018-03-27 00:00:00,0.804,usd,eur
2018-03-28 00:00:00,0.806,usd,eur
2018-03-29 00:00:00,0.812,usd,eur
2018-03-30 00:00:00,0.813,usd,eur
2018-03-31 00:00:00,0.812,usd,eur
2018-04-01 00:00:00,0.812,usd,eur
2018-04-02 00:00:00,0.812,usd,eur
2018-04-03 00:00:00,0.813,usd,eur
2018-04-04 00:00:00,0.815,usd,eur
2018-04-05 00:00:00,0.814,usd,eur
2018-04-06 00:00:00,0.817,usd,eur
2018-04-07 00:00:00,0.816,usd,eur
2018-04-08 00:00:00,0.815,usd,eur
2018-04-09 00:00:00,0.814,usd,eur
2018-04-10 00:00:00,0.812,usd,eur
2018-04-11 00:00:00,0.809,usd,eur
2018-04-12 00:00:00,0.808,usd,eur
2018-04-13 00:00:00,0.811,usd,eur
2018-04-14 00:00:00,0.811,usd,eur
2018-04-15 00:00:00,0.811,usd,eur
2018-04-16 00:00:00,0.811,usd,eur
2018-04-17 00:00:00,0.808,usd,eur
2018-04-18 00:00:00,0.808,usd,eur
2018-04-19 00:00:00,0.808,usd,eur
2018-04-20 00:00:00,0.81,usd,eur
2018-04-21 00:00:00,0.811,usd,eur
2018-04-22 00:00:00,0.812,usd,eur
2018-04-23 00:00:00,0.814,usd,eur
2018-04-24 00:00:00,0.819,usd,eur
2018-04-25 00:00:00,0.818,usd,eur
2018-04-26 00:00:00,0.822,usd,eur
2018-04-27 00:00:00,0.826,usd,eur
2018-04-28 00:00:00,0.825,usd,eur
2018-04-29 00:00:00,0.825,usd,eur
2018-04-30 00:00:00,0.824,usd,eur
2018-05-01 00:00:00,0.828,usd,eur
2018-05-02 00:00:00,0.834,usd,eur
2018-05-03 00:00:00,0.837,usd,eur
2018-05-04 00:00:00,0.834,usd,eur
2018-05-05 00:00:00,0.835,usd,eur
2018-05-06 00:00:00,0.835,usd,eur
2018-05-07 00:00:00,0.836,usd,eur
2018-05-08 00:00:00,0.839,usd,eur
2018-05-09 00:00:00,0.843,usd,eur
2018-05-10 00:00:00,0.844,usd,eur
2018-05-11 00:00:00,0.839,usd,eur
2018-05-12 00:00:00,0.839,usd,eur
2018-05-13 00:00:00,0.838,usd,eur
2018-05-14 00:00:00,0.837,usd,eur
2018-05-15 00:00:00,0.839,usd,eur
2018-05-16 00:00:00,0.845,usd,eur
2018-05-17 00:00:00,0.847,usd,eur
2018-05-18 00:00:00,0.848,usd,eur
2018-05-19 00:00:00,0.848,usd,eur
2018-05-20 00:00:00,0.849,usd,eur
2018-05-21 00:00:00,0.85,usd,eur
2018-05-22 00:00:00,0.848,usd,eur
2018-05-23 00:00:00,0.849,usd,eur
2018-05-24 00:00:00,0.855,usd,eur
2018-05-25 00:00:00,0.853,usd,eur
2018-05-26 00:00:00,0.855,usd,eur
2018-05-27 00:00:00,0.857,usd,eur
2018-05-28 00:00:00,0.859,usd,eur
2018-05-29 00:00:00,0.86,usd,eur
2018-05-30 00:00:00,0.867,usd,eur
2018-05-31 00:00:00,0.857,usd,eur
2018-06-01 00:00:00,0.855,usd,eur
2018-06-02 00:00:00,0.856,usd,eur
2018-06-03 00:00:00,0.857,usd,eur
2018-06-04 00:00:00,0.858,usd,eur
2018-06-05 00:00:00,0.855,usd,eur
2018-06-06 00:00:00,0.854,usd,eur
2018-06-07 00:00:00,0.849,usd,eur
2018-06-08 00:00:00,0.847,usd,eur
2018-06-09 00:00:00,0.848,usd,eur
2018-06-10 00:00:00,0.849,usd,eur
2018-06-11 00:00:00,0.85,usd,eur
2018-06-12 00:00:00,0.849,usd,eur
2018-06-13 00:00:00,0.851,usd,eur
2018-06-14 00:00:00,0.848,usd,eur
2018-06-15 00:00:00,0.864,usd,eur
2018-06-16 00:00:00,0.863,usd,eur
2018-06-17 00:00:00,0.862,usd,eur
2018-06-18 00:00:00,0.861,usd,eur
2018-06-19 00:00:00,0.86,usd,eur
2018-06-20 00:00:00,0.863,usd,eur
2018-06-21 00:00:00,0.864,usd,eur
2018-06-22 00:00:00,0.862,usd,eur
2018-06-23 00:00:00,0.861,usd,eur
2018-06-24 00:00:00,0.859,usd,eur
2018-06-25 00:00:00,0.858,usd,eur
2018-06-26 00:00:00,0.854,usd,eur
2018-06-27 00:00:00,0.859,usd,eur
2018-06-28 00:00:00,0.866,usd,eur
2018-06-29 00:00:00,0.864,usd,eur
2018-06-30 00:00:00,0.862,usd,eur
2018-07-01 00:00:00,0.859,usd,eur
2018-07-02 00:00:00,0.856,usd,eur
2018-07-03 00:00:00,0.859,usd,eur
2018-07-04 00:00:00,0.858,usd,eur
2018-07-05 00:00:00,0.858,usd,eur
2018-07-06 00:00:00,0.855,usd,eur
2018-07-07 00:00:00,0.854,usd,eur
2018-07-08 00:00:00,0.853,usd,eur
2018-07-09 00:00:00,0.851,usd,eur
2018-07-10 00:00:00,0.851,usd,eur
2018-07-11 00:00:00,0.851,usd,eur
2018-07-12 00:00:00,0.857,usd,eur
2018-07-13 00:00:00,0.857,usd,eur
2018-07-14 00:00:00,0.857,usd,eur
2018-07-15 00:00:00,0.856,usd,eur
2018-07-16 00:00:00,0.856,usd,eur
2018-07-17 00:00:00,0.854,usd,eur
2018-07-18 00:00:00,0.858,usd,eur
2018-07-19 00:00:00,0.859,usd,eur
2018-07-20 00:00:00,0.859,usd,eur
2018-07-21 00:00:00,0.857,usd,eur
2018-07-22 00:00:00,0.855,usd,eur
2018-07-23 00:00:00,0.853,usd,eur
2018-07-24 00:00:00,0.855,usd,eur
2018-07-25 00:00:00,0.856,usd,eur
2018-07-26 00:00:00,0.853,usd,eur
2018-07-27 00:00:00,0.859,usd,eur
2018-07-28 00:00:00,0.859,usd,eur
2018-07-29 00:00:00,0.858,usd,eur
2018-07-30 00:00:00,0.858,usd,eur
2018-07-31 00:00:00,0.854,usd,eur
2018-08-01 00:00:00,0.855,usd,eur
2018-08-02 00:00:00,0.858,usd,eur
2018-08-03 00:00:00,0.863,usd,eur
2018-08-04 00:00:00,0.864,usd,eur
2018-08-05 00:00:00,0.864,usd,eur
2018-08-06 00:00:00,0.864,usd,eur
2018-08-07 00:00:00,0.866,usd,eur
2018-08-08 00:00:00,0.862,usd,eur
2018-08-09 00:00:00,0.861,usd,eur
2018-08-10 00:00:00,0.867,usd,eur
2018-08-11 00:00:00,0.87,usd,eur
2018-08-12 00:00:00,0.873,usd,eur
2018-08-13 00:00:00,0.876,usd,eur
2018-08-14 00:00:00,0.877,usd,eur
2018-08-15 00:00:00,0.881,usd,eur
2018-08-16 00:00:00,0.882,usd,eur
2018-08-17 00:00:00,0.879,usd,eur
2018-08-18 00:00:00,0.878,usd,eur
2018-08-19 00:00:00,0.876,usd,eur
2018-08-20 00:00:00,0.874,usd,eur
2018-08-21 00:00:00,0.871,usd,eur
2018-08-22 00:00:00,0.864,usd,eur
2018-08-23 00:00:00,0.862,usd,eur
2018-08-24 00:00:00,0.867,usd,eur
2018-08-25 00:00:00,0.865,usd,eur
2018-08-26 00:00:00,0.862,usd,eur
2018-08-27 00:00:00,0.86,usd,eur
2018-08-28 00:00:00,0.856,usd,eur
2018-08-29 00:00:00,0.855,usd,eur
2018-08-30 00:00:00,0.854,usd,eur
2018-08-31 00:00:00,0.857,usd,eur
2018-09-01 00:00:00,0.859,usd,eur
2018-09-02 00:00:00,0.86,usd,eur
2018-09-03 00:00:00,0.862,usd,eur
2018-09-04 00:00:00,0.861,usd,eur
2018-09-05 00:00:00,0.863,usd,eur
2018-09-06 00:00:00,0.86,usd,eur
2018-09-07 00:00:00,0.86,usd,eur
2018-09-08 00:00:00,0.862,usd,eur
2018-09-09 00:00:00,0.864,usd,eur
2018-09-10 00:00:00,0.865,usd,eur
2018-09-11 00:00:00,0.863,usd,eur
2018-09-12 00:00:00,0.862,usd,eur
2018-09-13 00:00:00,0.86,usd,eur
2018-09-14 00:00:00,0.855,usd,eur
2018-09-15 00:00:00,0.857,usd,eur
2018-09-16 00:00:00,0.859,usd,eur
2018-09-17 00:00:00,0.86,usd,eur
2018-09-18 00:00:00,0.856,usd,eur
2018-09-19 00:00:00,0.857,usd,eur
2018-09-20 00:00:00,0.857,usd,eur
2018-09-21 00:00:00,0.849,usd,eur
2018-09-22 00:00:00,0.85,usd,eur
2018-09-23 00:00:00,0.85,usd,eur
2018-09-24 00:00:00,0.851,usd,eur
2018-09-25 00:00:00,0.851,usd,eur
2018-09-26 00:00:00,0.85,usd,eur
2018-09-27 00:00:00,0.852,usd,eur
2018-09-28 00:00:00,0.859,usd,eur
2018-09-29 00:00:00,0.86,usd,eur
2018-09-30 00:00:00,0.861,usd,eur
2018-10-01 00:00:00,0.862,usd,eur
2018-10-02 00:00:00,0.864,usd,eur
2018-10-03 00:00:00,0.866,usd,eur
2018-10-04 00:00:00,0.871,usd,eur
2018-10-05 00:00:00,0.868,usd,eur
2018-10-06 00:00:00,0.868,usd,eur
2018-10-07 00:00:00,0.868,usd,eur
2018-10-08 00:00:00,0.868,usd,eur
2018-10-09 00:00:00,0.87,usd,eur
2018-10-10 00:00:00,0.87,usd,eur
2018-10-11 00:00:00,0.868,usd,eur
2018-10-12 00:00:00,0.863,usd,eur
2018-10-13 00:00:00,0.863,usd,eur
2018-10-14 00:00:00,0.864,usd,eur
2018-10-15 00:00:00,0.865,usd,eur
2018-10-16 00:00:00,0.863,usd,eur
2018-10-17 00:00:00,0.864,usd,eur
2018-10-18 00:00:00,0.869,usd,eur
2018-10-19 00:00:00,0.873,usd,eur
2018-10-20 00:00:00,0.872,usd,eur
2018-10-21 00:00:00,0.87,usd,eur
2018-10-22 00:00:00,0.868,usd,eur
2018-10-23 00:00:00,0.872,usd,eur
2018-10-24 00:00:00,0.872,usd,eur
2018-10-25 00:00:00,0.878,usd,eur
2018-10-26 00:00:00,0.879,usd,eur
2018-10-27 00:00:00,0.878,usd,eur
